
央视标清,#genre#
CCTV-10,http://183.131.128.233/mgsp.live.miguvideo.com:8088/wd_r2/2018/ocn/cctv10hd/2000/index.m3u8?&encrypt=1
CCTV-10,http://ocs2.xjitv.cn:5000/cctv10_hdcq.m3u8?protocal=hls&user=yoongoo&tid=WEB-91AE097F0DED319B&sid=cctv10_hd&quality=null&type=pc&token=guoziyun

CCTV-11,http://183.131.128.233/mgsp.live.miguvideo.com:8088/migu/kailu/cctv11hd/51/20200103/index.m3u8?&encrypt=1
CCTV-11,http://ocs2.xjitv.cn:5000/cctv11_hdcq.m3u8?protocal=hls&user=yoongoo&tid=WEB-91AE097F0DED319B&sid=cctv11_hd&quality=null&type=pc&token=guoziyun


CCTV-12,http://183.131.128.233/mgsp.live.miguvideo.com:8088/migu/kailu/20200324/cctv12hd/51/index.m3u8?&encrypt=1
CCTV-12,http://ocs2.xjitv.cn:5000/cctv12_hdcq.m3u8?protocal=hls&user=yoongoo&tid=WEB-91AE097F0DED319B&sid=cctv12_hd&quality=null&type=pc&token=guoziyun

CCTV-13,http://183.131.128.233/mgsp.live.miguvideo.com:8088/envivo_x/2018/SD/cctv13/2000/index.m3u8?&encrypt=1
CCTV-13,http://ocs2.xjitv.cn:5000/cctvnews_hdcq.m3u8?protocal=hls&user=yoongoo&tid=WEB-91AE097F0DED319B&sid=cctvnews_hd&quality=null&type=pc&token=guoziyun

CCTV-14,http://183.131.128.233/mgsp.live.miguvideo.com:8088/wd_r2/2018/ocn/cctv14hd/2000/index.m3u8?&encrypt=1
CCTV-14,http://ocs2.xjitv.cn:5000/cctv14_hdcq.m3u8?protocal=hls&user=yoongoo&tid=WEB-91AE097F0DED319B&sid=cctv14_hd&quality=null&type=pc&token=guoziyun

CCTV-15,http://183.131.128.233/mgsp.live.miguvideo.com:8088/migu/kailu/20200324/cctv15hd/51/index.m3u8?&encrypt=1
CCTV-15,http://ocs2.xjitv.cn:5000/cctv15_hdcq.m3u8?protocal=hls&user=yoongoo&tid=WEB-91AE097F0DED319B&sid=cctv15_hd&quality=null&type=pc&token=guoziyun

CCTV-17,http://183.131.128.233/mgsp.live.miguvideo.com:8088/migu/kailu/20200324/cctv17hd/51/index.m3u8?&encrypt=1
CCTV-17,http://cctvalih5ca.v.myalicdn.com/live/cctv17_2/index.m3u8


央视高清,#genre#
$c_start央视高清$c_end
CCTV-1蓝光,http://183.131.128.233/mgsp.live.miguvideo.com:8088/wd_r2/cctv/cctv1hd/2500/index.m3u8?&encrypt=1
CCTV-1蓝光,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240127_1/encoder/0/playlist.m3u8?CONTENTID=00000110240127_1
CCTV-1蓝光,http://112.17.40.140/PLTV/88888888/224/3221226154/index.m3u8
CCTV-1蓝光,http://39.135.138.60:18890/PLTV/88888910/224/3221225918/index.m3u8
CCTV-1蓝光,http://39.134.66.66/PLTV/88888888/224/3221225601/index.m3u8
CCTV-1蓝光,http://112.17.40.140/PLTV/88888888/224/3221226541/index.m3u8
CCTV-1蓝光,http://121.31.30.87:8085/ysten-business/live/cctv-1/1.m3u8
CCTV-1蓝光,http://scgctvshow.sctv.com/hdlive/cctv1/1.m3u8


CCTV-2蓝光,http://183.131.128.233/mgsp.live.miguvideo.com:8088/wd_r2/cctv/cctv2hd/3000/index.m3u8?&encrypt=1
CCTV-2蓝光,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240244_1/encoder/0/playlist.m3u8?CONTENTID=00000110240244_1
CCTV-2蓝光,http://39.135.138.60:18890/PLTV/88888910/224/3221225643/index.m3u8
CCTV-2蓝光,http://39.134.198.32:6410/yst.live.scmobile.com/otvzte.scmcc.com.cNF/ysten-businessmbble/live/cctv-2/1.m3u8?IASHttpSessionId=0=$FHD
CCTV-2蓝光,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-2/index.m3u8?IAS$8M四川



CCTV-3蓝光,http://183.131.128.233/mgsp.live.miguvideo.com:8088/wd_r2/ocn/cctv3hd/3000/index.m3u8?&encrypt=1
CCTV-3蓝光,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240245_1/encoder/0/playlist.m3u8?CONTENTID=00000110240245_1
CCTV-3蓝光,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-businessmbble/live/cctv-3/1.m3u8?
CCTV-3蓝光,http://39.135.138.60:18890/PLTV/88888910/224/3221225634/index.m3u8
CCTV-3蓝光,http://39.135.138.60:18890/PLTV/88888910/224/3221225647/index.m3u8
CCTV-3蓝光,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225606/index.m3u8
CCTV-3蓝光,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-3/index.m3u8?IAS$8M四川


CCTV-4蓝光,http://183.131.128.233/mgsp.live.miguvideo.com:8088/wd_r2/cctv/cctv4hd/3000/index.m3u8?&encrypt=1
CCTV-4蓝光,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240316_1/encoder/0/playlist.m3u8?CONTENTID=00000110240316_1
CCTV-4蓝光,http://39.135.138.60:18890/PLTV/88888910/224/3221225621/index.m3u8
CCTV-4蓝光,http://39.135.138.60:18890/PLTV/88888910/224/3221225841/index.m3u8
CCTV-4K超清,http://112.17.40.12/PLTV/88888888/224/3221226758/1.m3u8

CCTV-5蓝光,http://183.131.128.233/mgsp.live.miguvideo.com:8088/wd_r2/cctv/cctv5hdnew/2500/index.m3u8?&encrypt=1
CCTV-5蓝光,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240246_1/encoder/0/playlist.m3u8?CONTENTID=00000110240246_1
CCTV-5蓝光,http://39.135.138.60:18890/PLTV/88888910/224/3221225633/index.m3u8

CCTV-5+蓝光,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225689/index.m3u8
CCTV-5+蓝光,http://39.135.138.60:18890/PLTV/88888910/224/3221225649/index.m3u8


CCTV-6蓝光,http://183.131.128.233/mgsp.live.miguvideo.com:8088/migu/kailu/cctv6hd265/55/20200407/index.m3u8?&encrypt=1
CCTV-6蓝光,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240247_1/encoder/0/playlist.m3u8?CONTENTID=00000110240247_1
CCTV-6蓝光,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-businessmbble/live/cctv-6/1.m3u8?
CCTV-6蓝光,http://112.17.40.140/PLTV/88888888/224/3221226433/index.m3u8#http://112.17.40.48:80/PLTV/88888888/224/3221226433/1.m3u8


CCTV-7蓝光,http://183.131.128.233/mgsp.live.miguvideo.com:8088/migu/kailu/20200324/cctv7hd/57/index.m3u8?&encrypt=1
CCTV-7蓝光,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240248_1/encoder/0/playlist.m3u8?CONTENTID=00000110240248_1
CCTV-7蓝光,http://39.135.138.60:18890/PLTV/88888910/224/3221225624/index.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225644/index.m3u8


CCTV-8蓝光,http://183.131.128.233/mgsp.live.miguvideo.com:8088/migu/kailu/cctv8hd265/55/20200407/index.m3u8?&encrypt=1
CCTV-8蓝光,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240249_1/encoder/0/playlist.m3u8?CONTENTID=00000110240249_1
CCTV-8蓝光,http://223.110.243.171/PLTV/3/224/3221227204/index.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225631/index.m3u8


CCTV-9蓝光,http://183.131.128.233/mgsp.live.miguvideo.com:8088/migu/kailu/20200324/cctv9hd/57/index.m3u8?&encrypt=1
CCTV-9蓝光,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240250_1/encoder/0/playlist.m3u8?CONTENTID=00000110240250_1
CCTV-9蓝光,http://112.17.40.140/PLTV/88888888/224/3221226156/index.m3u8
CCTV-9蓝光,http://39.135.138.60:18890/PLTV/88888910/224/3221225626/index.m3u8
CCTV-9蓝光,http://39.135.138.60:18890/PLTV/88888910/224/3221225846/index.m3u8

CCTV-10蓝光,http://183.131.128.233/mgsp.live.miguvideo.com:8088/wd_r2/ocn/cctv10hd/3000/index.m3u8?&encrypt=1
CCTV-10蓝光,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240251_1/encoder/0/playlist.m3u8?CONTENTID=00000110240251_1
CCTV-10蓝光,http://112.17.40.140/PLTV/88888888/224/3221226199/1.m3u8
CCTV-10蓝光,http://39.135.138.60:18890/PLTV/88888910/224/3221225627/index.m3u8


CCTV-11蓝光,http://183.131.128.233/mgsp.live.miguvideo.com:8088/migu/kailu/cctv11hd/57/20200103/index.m3u8?&encrypt=1
CCTV-11蓝光,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240328_1/encoder/0/playlist.m3u8?CONTENTID=00000110240328_1
CCTV-11蓝光,http://39.135.138.60:18890/PLTV/88888910/224/3221225628/index.m3u8#http://119.188.206.33/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225853/index.m3u8

CCTV-12蓝光,http://183.131.128.233/mgsp.live.miguvideo.com:8088/migu/kailu/20200324/cctv12hd/57/index.m3u8?&encrypt=1
CCTV-12蓝光,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240252_1/encoder/0/playlist.m3u8?CONTENTID=00000110240252_1
CCTV-12蓝光,http://39.135.138.60:18890/PLTV/88888910/224/3221225637/index.m3u8
CCTV-12蓝光,http://39.135.138.60:18890/PLTV/88888910/224/3221225823/index.m3u8

CCTV-13蓝光,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240126_1/encoder/0/playlist.m3u8?CONTENTID=00000110240126_1
CCTV-13蓝光,http://117.148.187.46/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230877/01.m3u8?fmt=ts2hls
CCTV-13蓝光,http://223.110.247.161:6610/cntv/live1/cctv-4/hd/1.m3u8?IASHttpSessionId=OTT2501320210125131418157071
CCTV-13蓝光,http://223.110.247.161:6610/gitv/live1/G_CCTV-13-HQ/1.m3u8/1.m3u8?IASHttpSessionId=OTT2501920210125130712167079
CCTV-13蓝光,http://39.135.138.60:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV-13蓝光,http://223.110.247.161:6610/gitv/live1/G_CCTV-13-HQ/1.m3u8


CCTV-14蓝光,http://183.131.128.233/mgsp.live.miguvideo.com:8088/migu/kailu/cctv14hd265/55/20200407/index.m3u8?&encrypt=1
CCTV-14蓝光,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240253_1/encoder/0/playlist.m3u8?CONTENTID=00000110240253_1
CCTV-14蓝光,http://39.135.138.60:18890/PLTV/88888910/224/3221225824/index.m3u8
CCTV-14蓝光,http://39.135.138.60:18890/PLTV/88888910/224/3221225639/index.m3u8


CCTV-15蓝光,http://183.131.128.233/mgsp.live.miguvideo.com:8088/migu/kailu/20200324/cctv15hd/57/index.m3u8?&encrypt=1
CCTV-15蓝光,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240329_1/encoder/0/playlist.m3u8?CONTENTID=00000110240329_1
CCTV-15蓝光,http://39.135.138.60:18890/PLTV/88888910/224/3221225641/index.m3u8
CCTV-15蓝光,http://119.188.206.37/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225854/index.m3u8

CCTV-17蓝光,http://183.131.128.233/mgsp.live.miguvideo.com:8088/migu/kailu/20200324/cctv17hd/51/index.m3u8?&encrypt=1
CCTV-17蓝光,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240326_1/encoder/0/playlist.m3u8?CONTENTID=00000110240326_1
CCTV-17蓝光,http://39.135.138.60:18890/PLTV/88888910/224/3221225907/index.m3u8
CCTV-17蓝光,http://39.135.138.60:18890/PLTV/88888910/224/3221225908/index.m3u8

CCTV4K,http://112.17.40.140/PLTV/88888888/224/3221226758/index.m3u8
CCTV4K,http://117.148.187.83/PLTV/88888888/224/3221226758/index.m3u8

CGTN高清,http://39.135.138.60:18890/PLTV/88888910/224/3221225645/index.m3u8


象山本地,#genre#
象山电视台-标清,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
象山电视台-标清,rtmp://v.xstv.net/live/2222
宁波1套-标清,http://live1.cloud.nbtv.cn/44dcc3310dcf4278827317c77e87bac5/h264_500k_ts/index.m3u8?type=flv2hls_m3u8
宁波2套-标清,http://live1.cloud.nbtv.cn/98ef9dc4eb1a4259b7764ffc4a3ab241/h264_500k_ts/index.m3u8?type=flv2hls_m3u8
宁波3套-标清,http://live1.cloud.nbtv.cn/5864a1066e4d4754a0572768c9080e47/h264_500k_ts/index.m3u8?type=flv2hls_m3u8
宁波4套-标清,http://live1.cloud.nbtv.cn/e8370b0010ca4d15af9d81c7ce10f6da/h264_500k_ts/index.m3u8?type=flv2hls_m3u8
宁波5套-标清,http://live1.cloud.nbtv.cn/f9af570c981c4c618f919ea91b93966f/h264_500k_ts/index.m3u8?type=flv2hls_m3u8


浙江电视台,#genre#
浙江卫视-高清,http://yd-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视-高清,http://keonline.shanghai.liveplay.qq.com/live/program/live/zjwshd/4000000/mnf.m3u8
钱江频道-高清,http://hw-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8
浙江经视-高清,http://hw-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
教育科技-高清,http://hw-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
浙江影视-高清,http://hw-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8
 6  频道-高清,http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
公共频道-高清,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江少儿-高清,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8
留学世界-高清,http://hw-m-l.cztv.com/channels/lantian/channel09/1080p.m3u8
浙江国际-高清,http://hw-m-l.cztv.com/channels/lantian/channel10/1080p.m3u8
数码时代-高清,http://hw-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8

卫视高清,#genre#
$c_start卫视纯高清$c_end
湖南卫视-高清,http://112.17.40.140/PLTV/88888888/224/3221226162/index.m3u8
浙江卫视-高清,http://yd-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8#http://keonline.shanghai.liveplay.qq.com/live/program/live/zjwshd/4000000/mnf.m3u8
浙江少儿-高清,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8#https://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
江苏卫视-高清,http://39.134.227.199/live.hcs.cmvideo.cn:8088/wd_r2/cctv/jiangsuhd/2500/index.m3u8?ProgramID=&encrypt=
北京卫视-高清,http://112.17.40.140/PLTV/88888888/224/3221226164/index.m3u8

东方卫视-高清,http://183.131.128.233/mgsp.live.miguvideo.com:8088/wd_r4/dfl/dongfangwshd/3000/index.m3u8?&encrypt=1
东方卫视-高清,http://112.17.40.140/PLTV/88888888/224/3221226549/index.m3u8

广东卫视-高清,http://112.17.40.140/PLTV/88888888/224/3221226408/index.m3u8
深圳卫视-高清,http://112.17.40.140/PLTV/88888888/224/3221226203/index.m3u8
安徽卫视-高清,http://112.17.40.140/PLTV/88888888/224/3221226185/index.m3u8
天津卫视-高清,http://112.17.40.140/PLTV/88888888/224/3221226182/index.m3u8
山东卫视-高清,http://112.17.40.140/PLTV/88888888/224/3221226144/index.m3u8
湖北卫视-高清,http://112.17.40.140/PLTV/88888888/224/3221226197/index.m3u8

辽宁卫视 HD,http://183.131.128.233/mgsp.live.miguvideo.com:8088/wd_r2/2018/ocn/liaoningwshd/2000/index.m3u8?ProgramID=&encrypt=

重庆卫视-高清,http://39.135.138.60:18890/PLTV/88888910/224/3221225734/index.m3u8
重庆卫视-高清,http://112.17.40.140/PLTV/88888888/224/3221226217/index.m3u8

江西卫视 HD,http://112.17.40.140/PLTV/88888888/224/3221226128/index.m3u8

贵州卫视 HD,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-businessmbble/live/guizhoustv/1.m3u8?

四川卫视 HD,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-businessmbble/live/sichuanstv/1.m3u8?

河南卫视 HD,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-businessmbble/live/henanstv/1.m3u8?
河南卫视 HD,http://ivi.bupt.edu.cn/hls/hnhd.m3u8

广西卫视 HD,http://ivi.bupt.edu.cn/hls/gxhd.m3u8
广西卫视 HD,http://mobilelive.gxtv.cn/live/nn_live1004/playlist.m3u8

吉林卫视 HD,http://stream4.jlntv.cn/test2/sd/live.m3u8#http://112.50.243.8/PLTV/88888888/224/3221225851/1.m3u8#http://101.71.255.229:6610/zjhs/2/10096/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/jlhd.m3u8

海南卫视 HD,http://livelvy.chinamcache.com/live/lyws02.m3u8


厦门卫视 HD,http://cstvalic.v.myalicdn.com/cstv/xiamen_1/index.m3u8

东南卫视 HD,http://ivi.bupt.edu.cn/hls/dnhd.m3u8

海峡卫视 HD,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226128/10000100000000060000000002434539_0.smil
福建新闻 HD,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226116/10000100000000060000000002358068_0.smil
黑龙江卫视 HD,http://ivi.bupt.edu.cn/hls/hljhd.m3u8
吉林卫视 HD,http://ivi.bupt.edu.cn/hls/jlhd.m3u8
贵州卫视 HD,http://ivi.bupt.edu.cn/hls/gzhd.m3u8
广西卫视 HD,http://ivi.bupt.edu.cn/hls/gxhd.m3u8

河北卫视 HD,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-businessmbble/live/hebeistv/1.m3u8?


山西卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-businessmbble/live/shanxistv/1.m3u8?
陕西卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-businessmbble/live/shanxi1stv/1.m3u8?

青海卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-businessmbble/live/qinghaistv/1.m3u8?
宁夏卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-businessmbble/live/ningxiastv/1.m3u8?
甘肃卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-businessmbble/live/gansustv/1.m3u8?
内蒙古卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-businessmbble/live/neimenggustv/1.m3u8?
新疆卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-businessmbble/live/xinjiangstv/1.m3u8?
云南卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-businessmbble/live/yunnanstv/1.m3u8?
西藏卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-businessmbble/live/xizangstv/1.m3u8?
延边卫视,http://live.ybtvyun.com/video/s10006-28bc40431485/index.m3u8

三沙卫视,http://ivi.bupt.edu.cn/hls/sstv.m3u8

香港,#genre#
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=190&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
香港卫视,http://jtfl.mx27.top/qq1792493091/jtzb.php?id=16


凤凰中文台,http://111.13.42.10/PLTV/88888888/224/3221225942/1.m3u8#http://223.110.245.136/PLTV/3/224/3221226923/index.m3u8#http://221.179.217.70/PLTV/88888888/224/3221225942/1.m3u8
凤凰资讯台,http://112.17.40.140/PLTV/88888888/224/3221226491/index.m3u8#http://111.13.42.10/PLTV/88888888/224/3221225949/1.m3u8
凤凰香港台,http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8#http://183.207.249.34/PLTV/3/224/3221226975/index.m3u8#http://183.207.249.36/PLTV/3/224/3221226975/index.m3u8
有线财经,http://58.221.70.35/live-hwcdn.utvlive.top/live/0a5615586f6d450d889e1fe76fcb0f4d/ac715369d4ca49f094ef2cba593f8b19-1.m3u8

有线娱乐,http://125.89.166.215/live-hwcdn.utvlive.top/live/d4e03afe056a4f2da070d5f789f3ac9e/a5ed7598a90246199df373924de367d4-3.m3u8
有线新闻,http://125.89.166.215/live-hwcdn.utvlive.top/live/97609933ef744f008e19a6e0d5ef9f2b/edd34677cc9548539d36b10c1c594b94-3.m3u8
凤凰香港,http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8
凤凰香港,http://183.207.249.34/PLTV/3/224/3221226975/index.m3u8
凤凰香港,http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8
凤凰香港,http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8?icpid=88888888&from=0&hms_devid=3804
凤凰香港,http://223.82.250.72/live/fhhongkong/1.m3u8
凤凰香港,http://183.207.249.35/PLTV/3/224/3221226975/index.m3u8
凤凰香港,http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8?icpid=88888888&from=0&hms_devid=38044364

凤凰中文台,http://221.179.217.70/PLTV/88888888/224/3221225942/1.m3u8
凤凰中文台,http://live.centerch.com/fhzw.m3u8
凤凰中文台,http://117.169.124.37:6610/ysten-businessmobile/live/fhchinese/1.m3u8
凤凰中文台,http://117.148.187.59/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228608/index.m3u8
凤凰中文台,http://112.17.40.140/PLTV/88888888/224/3221226368/index.m3u8
凤凰中文台,http://117.169.120.138:8080/live/fhchinese/.m3u8
凤凰中文台,http://cdn.wakds.xyz:25461/live/hls/live/1388.m3u8
凤凰中文台,https://itv.ahcme.edu.cn/hls/fhzw.m3u8
NEW频道,#genre#
黑莓电影,http://121.31.30.91:8081/ysten-business/live/jdianying/1.m3u8
黑莓电竞,http://121.31.30.91:8081/ysten-business/live/wmyx/1.m3u8
黑莓动画,http://121.31.30.91:8081/ysten-business/live/wmyx/1.m3u8
中国功夫,http://112.50.243.8/PLTV/88888888/224/3221225896/1.m3u8
金牌综艺,http://112.50.243.8/PLTV/88888888/224/3221225884/1.m3u8
农业致富,http://121.31.30.91:8081/ysten-business/live/nongyezf/1.m3u8
明显大片,http://112.50.243.8/PLTV/88888888/224/3221225893/1.m3u8
爱情喜剧,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225913/1.m3u8
炫舞未来,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226248/1.m3u8
海外剧场,http://112.50.243.8/PLTV/88888888/224/3221225881/1.m3u8
惊悚悬疑,http://112.50.243.8/PLTV/88888888/224/3221225885/1.m3u8
精品记录,http://112.50.243.8/PLTV/88888888/224/3221225888/1.m3u8
精品体育,http://121.31.30.91:8081/ysten-business/live/jtiyu/1.m3u8
潮妈辣婆,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225957/1.m3u8
武博世界,http://112.50.243.8/PLTV/88888888/224/3221225895/1.m3u8
精品大剧,http://112.50.243.8/PLTV/88888888/224/3221225889/1.m3u8
家庭剧场,http://112.50.243.8/PLTV/88888888/224/3221225889/1.m3u8
动作电影,http://112.50.243.8/PLTV/88888888/224/3221225879/1.m3u8
古装剧场,http://112.50.243.8/PLTV/88888888/224/3221225880/1.m3u8
军旅剧场,http://112.50.243.8/PLTV/88888888/224/3221225887/1.m3u8
军事评论,http://112.50.243.8/PLTV/88888888/224/3221225887/1.m3u8
